coffee_id,total_cup_points,cupper_points,aroma,flavor,aftertaste,acidity,body,balance,moisture
674,82.5,7.33,7.75,7.58,7.67,7.67,7.58,7.58,0.01
675,82.42,7.5,7.42,7.67,7.17,7.58,7.58,7.5,0.12
676,82.42,7.42,7.58,7.5,7.33,7.75,7.33,7.5,0.1
677,82.42,7.5,7.67,7.58,7.25,7.67,7.42,7.33,0.12
678,82.42,7.42,7.58,7.5,7.25,7.67,7.5,7.5,0.12
679,82.42,7.5,7.5,7.42,7.08,7.75,7.67,7.5,0.11
680,82.42,8.08,5.08,7.75,7.83,7.75,7.83,8.08,0.11
681,82.42,7.58,7.67,7.42,7.42,7.5,7.42,7.42,0.1
682,82.42,8.0,7.42,7.5,7.33,7.5,7.25,7.42,0.11
683,82.42,7.58,7.67,7.25,7.42,7.42,7.67,7.42,0.13
684,82.42,7.42,7.17,7.83,7.33,7.5,7.75,7.42,0.0
685,82.42,7.33,7.5,7.5,7.5,7.67,7.42,7.5,0.1
686,82.42,7.58,7.42,7.5,7.42,7.58,7.42,7.5,0.11
687,82.42,7.42,7.58,7.67,7.33,7.5,7.5,7.42,0.12
688,82.42,7.5,7.58,7.58,7.58,7.75,7.5,7.58,0.0
689,82.42,8.17,7.25,7.33,7.25,7.5,7.42,7.5,0.0
690,82.42,7.5,7.5,7.58,7.5,7.92,7.42,7.67,0.12
691,82.42,7.67,7.25,7.67,7.42,7.17,7.75,7.5,0.09
692,82.42,7.42,7.67,7.42,7.33,7.5,7.58,7.5,0.11
693,82.42,7.42,7.5,7.42,7.42,7.67,7.42,7.58,0.12
694,82.42,7.42,7.42,7.58,7.5,7.42,7.58,7.5,0.13
695,82.42,7.5,7.42,7.58,7.33,7.58,7.5,7.5,0.14
696,82.42,7.58,7.75,7.33,7.25,7.58,7.58,7.33,0.13
697,82.42,7.5,7.5,7.58,7.33,7.5,7.5,7.5,0.11
698,82.42,7.58,7.58,7.58,7.17,7.5,7.5,7.5,0.14
699,82.42,7.58,7.58,7.33,7.33,7.58,7.5,7.5,0.11
700,82.42,7.5,7.67,7.58,7.33,7.42,7.58,7.33,0.13
701,82.42,7.5,7.83,7.5,7.42,7.67,7.17,7.33,0.12
702,82.42,7.58,7.67,7.33,7.25,7.42,7.5,7.67,0.0
703,82.42,7.42,7.75,7.5,7.42,7.42,7.5,7.42,0.11
704,82.42,7.75,7.33,7.58,7.17,7.58,7.42,7.58,0.0
705,82.42,7.5,7.58,7.25,7.42,7.25,7.58,7.83,0.02
706,82.33,7.58,7.5,7.58,7.33,7.5,7.42,7.42,0.1
707,82.33,7.67,7.33,7.5,7.5,7.33,7.5,7.5,0.11
708,82.33,7.5,7.42,7.42,7.42,7.5,7.5,7.58,0.11
709,82.33,7.5,7.5,7.5,7.42,7.5,7.42,7.5,0.11
710,82.33,7.5,7.75,7.5,7.25,7.25,7.42,7.67,0.1
711,82.33,7.33,7.75,7.33,7.5,7.5,7.33,7.58,0.0
712,82.33,7.5,7.5,7.58,7.42,7.5,7.42,7.42,0.12
713,82.33,7.75,8.25,7.83,7.25,8.33,8.17,8.08,0.07
714,82.33,7.42,7.42,7.5,7.5,7.42,7.5,7.58,0.11
715,82.33,7.42,7.5,7.42,7.17,7.83,7.5,7.5,0.1
716,82.33,7.58,7.33,7.58,7.42,7.58,7.33,7.5,0.12
717,82.33,8.0,7.75,8.08,7.67,8.08,8.08,8.0,0.11
718,82.33,7.42,7.58,7.67,7.5,7.58,7.75,7.5,0.12
719,82.33,7.5,7.33,7.58,7.42,7.5,7.5,7.5,0.11
720,82.33,7.5,7.42,7.33,7.5,7.17,7.08,8.33,0.1
721,82.33,7.33,7.5,7.5,7.5,7.5,7.5,7.5,0.11
722,82.33,7.33,7.5,7.5,7.5,7.5,7.5,7.5,0.11
723,82.33,7.25,7.5,7.42,7.58,7.5,7.5,7.58,0.12
724,82.33,7.33,7.5,7.42,7.5,7.5,7.5,7.58,0.0
725,82.33,7.42,7.67,7.5,7.42,7.5,7.42,7.42,0.12
726,82.33,7.67,7.92,7.58,7.25,7.75,7.92,7.58,0.0
727,82.33,7.33,7.67,7.5,7.33,7.67,7.5,7.33,0.11
728,82.33,7.58,7.58,7.67,7.58,7.33,7.0,7.58,0.15
729,82.33,7.0,7.67,7.58,7.5,7.58,7.5,7.5,0.13
730,82.33,7.5,7.5,7.67,7.33,7.5,7.33,7.5,0.1
731,82.33,7.42,7.58,7.5,7.42,7.5,7.5,7.42,0.12
732,82.33,7.83,8.0,7.75,7.33,7.33,7.08,7.67,0.11
733,82.33,7.42,7.58,7.58,7.25,7.58,7.42,7.5,0.11
734,82.33,7.33,7.83,7.58,7.33,7.25,7.58,7.42,0.0
735,82.25,7.5,7.58,7.5,7.25,7.42,7.67,7.33,0.09
736,82.25,10.0,7.0,7.08,7.0,7.17,7.0,7.0,0.1
737,82.25,7.33,7.67,7.5,7.25,7.67,7.42,7.42,0.11
738,82.25,7.67,7.42,7.67,7.5,7.08,7.5,7.42,0.0
739,82.25,7.58,7.58,7.67,7.5,7.67,7.83,8.42,0.12
740,82.25,7.33,7.58,7.5,7.42,7.58,7.42,7.42,0.11
741,82.25,7.42,7.58,7.42,7.33,7.42,7.58,7.5,0.13
742,82.25,7.42,7.75,7.58,7.42,7.42,7.33,7.33,0.11
743,82.25,7.25,7.5,7.5,7.5,7.5,7.5,7.5,0.11
744,82.25,7.42,7.58,7.58,7.42,7.42,7.42,7.42,0.12
745,82.25,7.42,7.33,7.42,7.5,7.67,7.5,7.42,0.0
746,82.25,7.58,7.58,7.58,7.5,7.17,7.42,7.42,0.16
747,82.25,7.33,7.5,7.5,7.33,7.58,7.67,7.33,0.11
748,82.25,7.33,7.5,7.58,7.42,7.67,7.33,7.42,0.13
749,82.25,7.33,7.67,7.58,7.33,7.5,7.42,7.42,0.12
750,82.25,7.33,7.75,7.33,7.33,7.5,7.5,7.5,0.0
751,82.25,7.42,7.33,7.58,7.42,7.67,7.33,7.5,0.11
752,82.25,7.42,7.42,7.5,7.42,7.58,7.42,7.5,0.1
753,82.25,7.42,7.5,7.42,7.67,7.33,7.58,7.33,0.12
754,82.25,7.58,7.67,7.33,7.33,7.33,7.5,7.5,0.11
755,82.25,7.5,7.67,7.58,7.42,7.0,7.5,7.58,0.12
756,82.25,7.75,7.17,7.25,7.58,7.25,7.58,7.67,0.22
757,82.17,7.5,7.42,7.42,7.5,7.42,7.42,7.5,0.11
758,82.17,7.58,7.5,7.5,7.17,7.42,7.5,7.5,0.11
759,82.17,7.5,7.5,7.5,7.33,7.42,7.5,7.42,0.1
760,82.17,7.5,7.58,7.42,7.42,7.33,7.5,7.42,0.13
761,82.17,7.58,7.42,7.42,7.42,7.5,7.5,7.33,0.12
762,82.17,7.58,6.92,7.58,7.42,7.33,7.83,7.5,0.0
763,82.17,7.5,7.42,7.42,7.17,7.75,7.25,7.67,0.12
764,82.17,7.33,7.67,7.5,7.25,7.42,7.58,7.42,0.11
765,82.17,7.42,7.42,7.42,7.5,7.5,7.42,7.5,0.09
766,82.17,7.5,7.58,7.5,7.42,7.25,7.5,7.42,0.12
767,82.17,7.25,7.75,7.42,7.42,7.58,7.33,7.42,0.12
768,82.17,7.33,7.42,7.33,7.17,7.42,7.33,8.17,0.12
769,82.17,7.5,7.5,7.5,7.33,7.42,7.5,7.42,0.1
770,82.17,7.17,7.5,7.5,7.5,7.5,7.5,7.5,0.11
771,82.17,7.58,7.67,7.5,7.5,7.17,7.17,7.58,0.0
772,82.17,7.5,7.33,7.25,7.25,7.58,7.75,7.5,0.0
773,82.17,7.67,7.5,7.67,7.0,7.5,7.33,7.5,0.15
774,82.17,7.17,7.25,7.75,7.0,7.75,8.17,7.75,0.12
775,82.17,7.5,7.5,7.58,7.25,7.5,7.5,7.33,0.12
776,82.17,7.58,7.0,7.67,7.5,7.5,7.42,7.5,0.1
777,82.17,7.42,7.58,7.67,7.42,7.17,7.17,7.75,0.08
778,82.08,7.33,7.5,7.5,7.42,7.42,7.5,7.42,0.15
779,82.08,7.58,7.75,7.58,7.42,7.67,7.83,7.58,0.0
780,82.08,7.5,7.42,7.58,7.42,7.5,7.42,7.25,0.11
781,82.08,7.25,7.25,7.25,7.58,7.58,7.25,7.92,0.0
782,82.08,7.67,7.75,7.42,7.42,7.25,7.17,7.42,0.0
783,82.08,7.42,7.42,7.33,7.42,7.42,7.5,7.58,0.12
784,82.08,7.5,7.42,7.5,7.5,7.33,7.33,7.5,0.12
785,82.08,7.25,7.5,7.42,7.42,7.42,7.67,7.42,0.11
786,82.08,7.33,7.58,7.33,7.33,7.33,7.5,7.67,0.11
787,82.08,7.5,7.25,7.58,7.58,7.25,7.5,7.42,0.11
788,82.08,7.42,7.42,7.58,7.5,7.33,7.42,7.42,0.13
789,82.08,7.5,7.5,7.42,7.42,7.5,7.25,7.5,0.13
790,82.08,7.33,7.67,7.5,7.25,7.58,7.42,7.33,0.11
791,82.08,7.42,7.67,8.0,7.17,7.08,7.67,7.08,0.12
792,82.08,7.33,7.58,7.42,7.25,7.75,7.33,7.42,0.11
793,82.08,7.42,7.33,7.5,7.33,7.58,7.08,7.83,0.1
794,82.08,7.17,7.67,7.42,7.67,7.33,7.25,7.58,0.08
795,82.0,7.42,7.5,7.5,7.17,7.5,7.5,7.42,0.12
796,82.0,7.5,7.5,7.5,7.25,7.33,7.42,7.5,0.1
797,82.0,7.5,7.5,7.33,7.42,7.5,7.33,7.42,0.11
798,82.0,7.42,7.67,7.33,7.33,7.42,7.42,7.42,0.13
799,82.0,7.5,7.42,7.5,7.25,7.33,7.5,7.5,0.12
800,82.0,7.5,7.42,7.42,7.33,7.58,7.33,7.42,0.12
801,82.0,7.33,7.5,7.42,7.33,7.58,7.33,7.5,0.13
802,82.0,7.75,7.33,7.5,7.17,7.42,7.5,7.33,0.09
803,82.0,7.33,7.58,7.5,7.42,7.42,7.33,7.42,0.11
804,82.0,7.33,7.5,7.25,7.33,7.33,7.75,7.5,0.1
805,82.0,7.17,7.33,7.33,7.33,7.5,7.5,7.83,0.11
806,82.0,7.17,7.33,7.33,7.58,7.5,7.5,7.58,0.11
807,82.0,7.42,7.42,7.58,7.33,7.42,8.0,7.5,0.12
808,82.0,7.67,7.33,7.67,7.42,7.17,7.33,7.42,0.11
809,82.0,7.42,7.67,7.33,7.25,7.5,7.42,7.42,0.12
810,82.0,7.42,7.42,7.5,7.33,7.5,7.33,7.5,0.12
811,82.0,7.42,7.42,7.5,7.25,7.5,7.5,7.42,0.11
812,82.0,7.17,7.33,7.33,7.33,7.5,7.67,7.67,0.11
813,82.0,7.33,7.58,7.5,7.17,7.5,7.5,7.42,0.12
814,82.0,7.42,7.75,7.33,7.33,7.42,7.75,7.67,0.0
815,82.0,8.0,7.33,7.0,7.08,7.42,7.5,7.67,0.07
816,81.92,7.58,7.58,7.5,7.25,7.58,7.58,7.5,0.1
817,81.92,7.42,7.5,7.5,7.25,7.42,7.42,7.42,0.11
818,81.92,7.33,7.58,7.5,7.25,7.33,7.42,7.5,0.12
819,81.92,7.5,7.42,7.33,7.33,7.5,7.5,7.33,0.11
820,81.92,7.33,7.67,7.58,7.33,7.5,7.5,7.67,0.11
821,81.92,7.25,7.58,7.58,7.17,7.83,7.17,7.33,0.11
822,81.92,7.42,7.33,7.33,7.33,7.42,7.5,7.58,0.12
823,81.92,7.33,7.58,7.42,7.25,7.17,7.5,7.67,0.12
824,81.92,7.25,7.67,7.08,7.42,7.33,7.75,7.42,0.0
825,81.92,7.42,7.42,7.33,7.33,7.58,7.33,7.5,0.11
826,81.92,7.25,7.5,7.5,7.42,7.25,7.5,7.5,0.11
827,81.92,7.25,7.58,7.5,7.25,7.58,7.5,7.25,0.12
828,81.92,7.42,7.5,7.5,7.25,7.25,7.5,7.5,0.13
829,81.92,7.58,7.5,7.42,7.25,7.5,7.33,7.33,0.14
830,81.92,7.5,7.33,7.58,7.17,7.58,7.42,7.33,0.12
831,81.92,7.33,7.67,7.42,7.33,7.83,7.5,7.5,0.12
832,81.92,7.33,7.42,7.58,7.25,7.5,7.33,7.5,0.12
833,81.92,7.33,7.67,7.33,7.33,7.58,7.33,7.33,0.09
834,81.83,7.42,7.42,7.5,7.25,7.5,7.33,7.42,0.1
835,81.83,7.33,7.25,7.33,7.5,7.33,7.67,7.42,0.0
836,81.83,7.33,7.42,7.5,7.42,7.5,7.42,7.25,0.11
837,81.83,5.17,7.75,7.83,7.58,7.75,7.92,7.83,0.11
838,81.83,7.17,7.58,7.5,7.33,7.42,7.58,7.25,0.1
839,81.83,7.75,7.17,7.58,6.83,7.5,7.75,7.25,0.0
840,81.83,8.25,7.58,7.0,6.92,6.92,7.67,7.5,0.0
841,81.83,7.33,7.33,7.58,7.5,7.42,7.33,7.33,0.0
842,81.83,7.42,7.58,7.5,7.33,7.5,7.17,7.33,0.11
843,81.83,7.33,7.5,7.5,7.33,7.5,7.42,7.25,0.12
844,81.83,7.42,7.67,7.5,7.5,7.25,7.08,7.42,0.09
845,81.83,7.33,7.67,7.33,7.17,7.25,7.75,7.33,0.0
846,81.83,7.42,7.42,7.42,7.42,7.33,7.42,7.42,0.11
847,81.83,7.42,7.58,7.42,7.33,7.33,7.33,7.42,0.13
848,81.83,7.33,7.33,7.58,7.25,7.17,7.83,7.33,0.11
849,81.83,7.5,7.5,7.5,7.33,7.33,7.33,7.33,0.1
850,81.83,7.5,7.42,7.42,7.25,7.5,7.33,7.42,0.11
851,81.83,7.33,7.5,7.5,7.0,7.42,7.5,7.58,0.0
852,81.83,8.0,7.83,7.83,7.83,8.0,7.83,7.83,0.0
853,81.83,7.83,7.75,7.75,7.5,7.42,7.83,7.75,0.12
854,81.83,7.5,7.83,7.67,7.33,7.33,7.67,7.83,0.11
855,81.83,7.25,7.83,7.33,7.25,7.58,7.25,7.33,0.12
856,81.83,7.42,7.33,7.33,7.25,7.5,7.5,7.5,0.12
857,81.83,7.33,7.33,7.67,7.25,7.5,7.5,7.25,0.02
858,81.83,7.33,7.58,7.5,7.17,7.58,7.33,7.33,0.05
859,81.83,7.33,7.25,7.58,7.83,7.67,7.75,7.75,0.02
860,81.75,7.33,7.5,7.5,7.25,7.42,7.42,7.33,0.11
861,81.75,8.0,7.0,7.08,7.33,7.5,7.5,7.33,0.12
862,81.75,7.42,7.42,7.42,7.42,7.42,7.33,7.33,0.12
863,81.75,7.25,7.17,7.25,7.17,7.25,7.42,8.25,0.1
864,81.75,7.5,7.5,7.5,7.33,7.42,7.25,7.25,0.13
865,81.75,7.25,7.42,7.5,7.17,7.67,7.33,7.42,0.13
866,81.75,7.25,7.42,7.5,7.33,7.58,7.33,7.33,0.11
867,81.75,7.33,7.33,7.42,7.33,7.67,7.42,7.25,0.12
868,81.75,7.33,7.5,7.42,7.25,7.33,7.67,7.25,0.12
869,81.75,7.17,7.33,7.42,7.33,7.33,7.5,7.67,0.0
870,81.75,7.5,7.42,7.58,6.92,7.08,7.25,8.0,0.08
871,81.67,7.25,7.42,7.5,7.25,7.5,7.5,7.25,0.11
872,81.67,7.58,7.42,7.42,7.08,7.42,7.33,7.42,0.1
873,81.67,7.33,7.42,7.33,7.17,7.67,7.33,7.42,0.12
874,81.67,7.25,7.58,7.5,7.33,7.33,7.42,7.25,0.11
875,81.67,7.58,7.17,7.33,7.33,7.42,7.5,7.33,0.0
876,81.67,7.33,7.58,7.5,7.25,7.25,7.5,7.25,0.1
877,81.67,7.67,7.75,7.75,7.75,7.67,5.25,7.83,0.0
878,81.67,7.25,7.25,7.75,6.92,7.42,7.5,7.58,0.0
879,81.67,7.33,7.42,7.33,7.25,7.42,7.5,7.42,0.12
880,81.67,7.5,7.33,7.33,7.5,7.25,7.42,7.33,0.12
881,81.67,7.33,7.25,7.42,7.25,7.5,7.5,7.42,0.1
882,81.67,7.58,7.17,7.42,7.33,7.42,7.33,7.42,0.11
883,81.67,7.5,7.5,7.33,7.5,7.5,7.17,7.17,0.1
884,81.67,8.08,7.5,7.17,7.17,7.17,7.5,7.08,0.11
885,81.67,7.42,7.42,7.42,7.67,8.0,7.58,7.5,0.0
886,81.67,7.25,7.5,7.5,7.5,7.25,7.42,7.25,0.11
887,81.67,7.25,7.58,7.42,7.33,7.42,7.33,7.33,0.11
888,81.67,7.42,7.5,7.42,7.08,7.58,7.33,7.33,0.12
889,81.67,7.17,7.5,7.67,7.33,7.33,7.33,7.33,0.11
890,81.67,7.58,7.25,7.67,7.58,7.67,7.67,7.58,0.13
891,81.67,7.08,7.67,7.25,7.17,7.75,7.5,7.25,0.11
892,81.67,7.17,7.5,7.42,7.33,7.42,7.42,7.42,0.11
893,81.67,7.42,7.58,7.42,7.25,7.58,7.25,7.17,0.11
894,81.67,7.67,7.75,7.58,7.25,7.17,7.58,7.33,0.11
895,81.67,7.25,7.42,7.33,7.33,7.33,7.17,7.83,0.1
896,81.58,7.33,7.5,7.42,7.08,7.42,7.5,7.33,0.11
897,81.58,7.42,7.42,7.42,7.08,7.5,7.42,7.33,0.12
898,81.58,7.25,7.42,7.42,7.25,7.67,7.33,7.25,0.1
899,81.58,7.25,7.58,7.42,7.5,7.17,7.08,7.58,0.12
900,81.58,7.25,7.42,7.42,7.33,7.42,7.42,7.33,0.12
901,81.58,7.33,7.42,7.42,7.17,7.58,7.33,7.33,0.13
902,81.58,7.0,7.33,7.17,7.08,7.08,8.33,8.25,0.0
903,81.58,7.33,7.42,7.42,7.33,7.33,7.5,7.25,0.12
904,81.58,7.17,7.42,7.33,7.17,7.58,7.42,7.5,0.12
905,81.58,7.33,7.67,7.5,7.42,7.5,6.75,7.42,0.12
906,81.58,7.33,7.33,7.5,7.25,7.5,7.5,7.17,0.11
907,81.58,7.67,7.67,7.58,7.42,7.58,7.58,7.42,0.11
908,81.58,7.33,7.08,7.33,7.58,7.58,7.17,7.5,0.01
909,81.58,7.33,7.33,7.33,7.17,7.5,7.58,7.33,0.2
910,81.58,7.25,7.25,7.17,7.33,7.33,7.5,7.75,0.0
911,81.5,7.58,7.67,7.58,7.17,7.42,7.33,7.42,0.1
912,81.5,7.33,7.5,7.42,7.33,7.33,7.25,7.33,0.11
913,81.5,7.33,7.5,7.5,7.33,7.42,7.17,7.25,0.1
914,81.5,7.33,7.5,7.42,7.25,7.25,7.5,7.25,0.12
915,81.5,7.33,7.5,7.42,7.33,7.08,7.58,7.25,0.12
916,81.5,7.42,7.25,7.42,7.25,7.5,7.33,7.33,0.0
917,81.5,7.33,7.83,7.33,7.08,7.08,7.33,7.5,0.12
918,81.5,7.33,7.67,7.42,6.92,7.5,7.5,7.17,0.12
919,81.5,7.17,7.5,7.42,7.17,7.58,7.25,7.42,0.12
920,81.5,7.5,7.42,7.33,7.67,7.33,7.42,7.5,0.11
921,81.5,7.75,7.58,7.5,7.5,7.67,7.67,7.83,0.0
922,81.5,7.33,7.42,7.33,7.25,7.42,7.42,7.33,0.11
923,81.5,7.42,7.5,7.42,7.25,7.25,7.33,7.33,0.11
924,81.5,7.25,7.33,7.33,7.17,7.42,7.5,7.5,0.13
925,81.5,7.17,7.58,7.42,7.25,7.42,7.33,7.33,0.12
926,81.5,7.08,7.42,7.25,7.17,7.42,7.17,8.0,0.12
927,81.5,7.25,7.33,7.5,7.33,7.33,7.33,7.42,0.11
928,81.5,7.5,7.42,7.42,7.33,7.17,7.25,7.42,0.13
929,81.5,7.42,7.5,7.5,7.25,7.5,7.42,7.58,0.11
930,81.5,7.17,7.75,7.17,7.17,7.33,7.58,7.33,0.12
931,81.5,7.17,7.5,7.42,7.17,7.42,7.5,7.33,0.12
932,81.5,7.42,7.33,7.5,7.33,7.42,7.17,7.33,0.11
933,81.5,7.33,7.42,7.42,7.17,7.42,7.42,7.33,0.06
934,81.5,7.33,7.33,7.33,7.33,7.5,7.5,7.83,0.0
935,81.42,7.25,7.58,7.33,7.08,7.33,7.5,7.33,0.12
936,81.42,7.42,7.42,7.33,7.08,7.58,7.33,7.25,0.1
937,81.42,7.5,7.33,7.5,7.5,7.33,6.83,7.42,0.11
938,81.42,7.25,7.5,7.33,7.17,7.25,7.5,7.42,0.12
939,81.42,7.08,7.83,7.75,7.42,7.17,7.08,7.08,0.12
940,81.42,7.42,7.58,7.17,7.33,7.42,7.08,7.42,0.12
941,81.42,7.42,7.25,7.5,7.42,7.17,7.33,7.33,0.0
942,81.42,7.08,7.42,7.5,7.17,7.42,7.42,7.42,0.1
943,81.42,7.33,7.67,7.33,7.25,7.17,7.25,7.42,0.0
944,81.42,7.25,7.42,7.42,7.17,7.33,7.42,7.42,0.1
945,81.42,7.08,7.42,7.33,7.25,7.42,7.42,7.5,0.12
946,81.42,7.58,7.42,7.33,7.25,7.17,7.25,7.42,0.13
947,81.42,7.25,7.42,7.42,7.25,7.25,7.5,7.33,0.13
948,81.42,7.17,7.5,7.42,7.25,7.17,7.17,7.75,0.11
949,81.42,7.33,7.75,7.33,7.42,7.0,7.33,7.25,0.16
950,81.42,6.92,7.83,7.0,7.0,7.58,7.58,7.5,0.01
951,81.33,7.25,7.5,7.33,7.33,7.17,7.33,7.42,0.0
952,81.33,7.33,7.5,7.5,7.0,7.17,7.5,7.33,0.11
953,81.33,7.17,7.67,7.42,7.0,7.42,7.58,7.08,0.12
954,81.33,7.33,7.25,7.33,7.33,7.33,7.33,7.42,0.11
955,81.33,7.42,7.58,7.42,7.17,7.42,7.17,7.17,0.09
956,81.33,7.42,7.17,7.33,7.42,7.25,7.42,7.33,0.12
957,81.33,7.33,7.08,7.33,7.42,7.33,7.33,7.5,0.14
958,81.33,7.25,7.75,7.33,7.08,7.33,7.33,7.25,0.13
959,81.33,7.33,7.33,7.33,7.17,7.33,7.5,7.33,0.12
960,81.33,7.25,7.58,7.42,7.25,7.33,7.25,7.25,0.13
961,81.33,7.25,7.33,7.25,7.17,7.42,7.58,7.33,0.12
962,81.33,7.58,7.5,7.58,7.5,7.5,7.75,7.83,0.11
963,81.25,5.25,7.83,7.75,7.67,7.83,7.83,7.75,0.12
964,81.25,7.33,7.17,7.42,7.17,7.08,6.92,8.17,0.0
965,81.25,7.5,7.08,7.5,7.33,7.17,7.42,7.25,0.1
966,81.25,7.42,7.42,7.17,7.17,7.5,7.33,7.25,0.12
967,81.25,7.33,7.33,7.42,7.17,7.25,7.42,7.33,0.09
968,81.25,7.42,7.33,7.17,7.17,7.5,7.25,7.42,0.13
969,81.25,7.25,7.5,7.5,7.25,7.25,7.25,7.25,0.11
970,81.25,7.08,7.5,7.33,7.5,7.58,7.0,7.25,0.11
971,81.25,7.5,7.42,7.42,7.33,7.33,7.5,7.42,0.12
972,81.17,7.25,7.33,7.5,7.17,7.17,7.58,7.17,0.09
973,81.17,7.17,7.67,7.17,7.17,7.33,7.5,7.17,0.12
974,81.17,7.17,7.75,7.58,7.08,7.25,7.08,7.25,0.12
975,81.17,7.42,7.5,7.5,7.33,7.17,7.08,7.17,0.11
976,81.17,7.33,7.42,7.33,7.0,7.42,7.33,7.33,0.13
977,81.17,7.42,6.83,7.42,7.42,7.17,7.5,7.42,0.12
978,81.17,7.25,7.25,7.25,7.25,7.08,7.58,7.5,0.0
979,81.17,7.33,7.58,7.17,7.17,7.33,7.33,7.25,0.12
980,81.17,7.25,7.58,7.25,7.33,7.08,7.33,7.33,0.12
981,81.17,7.25,7.33,7.08,7.33,7.25,7.33,7.58,0.11
982,81.17,7.17,7.42,7.42,7.17,7.42,7.33,7.25,0.11
983,81.17,7.08,7.42,7.25,7.08,7.75,7.42,7.17,0.13
984,81.17,7.25,7.42,7.25,7.33,7.25,7.25,7.42,0.12
985,81.17,7.08,7.42,7.33,7.25,7.42,7.5,7.17,0.12
986,81.17,7.75,7.25,7.75,7.67,7.67,7.42,7.67,0.04
987,81.08,7.25,7.42,7.33,7.17,7.33,7.42,7.17,0.11
988,81.08,7.33,7.58,7.42,7.5,7.25,7.75,7.58,0.11
989,81.08,7.0,7.33,7.33,7.33,7.42,7.33,7.33,0.11
990,81.08,7.17,7.42,7.17,7.33,7.42,7.25,7.33,0.0
991,81.08,7.17,7.42,7.33,7.33,7.25,7.25,7.33,0.13
992,81.08,7.17,7.42,7.25,7.17,7.25,7.25,7.58,0.13
993,81.08,8.5,7.67,7.75,7.67,7.58,7.58,7.67,0.0
994,81.08,7.25,7.25,7.42,7.33,7.33,7.17,7.33,0.13
995,81.08,7.08,7.33,7.25,7.33,7.42,7.25,7.42,0.12
996,81.08,7.25,7.33,7.33,7.25,7.42,7.25,7.25,0.11
997,81.08,7.25,7.42,7.33,7.25,7.42,7.17,7.25,0.1
998,81.08,7.33,7.42,7.42,7.25,7.58,6.92,7.17,0.06
999,81.0,7.33,7.25,7.25,7.17,7.5,7.33,7.17,0.11
1000,81.0,7.25,7.42,7.08,7.08,7.33,7.25,7.58,0.0
1001,81.0,7.17,7.33,7.17,7.17,7.67,7.33,7.17,0.11
1002,81.0,7.25,7.42,7.25,7.17,7.5,7.25,7.17,0.09
1003,81.0,7.75,7.67,7.5,7.42,5.25,7.67,7.75,0.0
1004,81.0,7.25,7.5,7.25,7.0,7.25,7.5,7.25,0.11
1005,81.0,7.33,7.25,7.17,7.17,7.25,7.5,7.33,0.12
1006,81.0,7.33,7.42,7.25,7.25,7.33,7.25,7.17,0.12
1007,81.0,7.75,7.67,7.75,7.83,7.75,7.83,7.75,0.12
1008,81.0,7.33,7.33,7.33,7.08,7.42,7.17,7.33,0.12
1009,81.0,7.42,7.33,6.92,7.17,7.33,7.42,7.42,0.12
